,ScripCode,TradingSymbol,BuySell,RIC,Series,venue,trade_volume,execution_price,position,trader_id,trade_time,arrival_time,signal_time,Exch Time,TOMReceiptTime,BasketId,currency,broker_id,order_id,arrival_price,trade_price,signal_price,Date-Time,Type,Price,Bid Price,Bid Size,Ask Price,Ask Size,High,Low,Market VWAP,market_high,market_low,market_vwap,market_mid,market_spread,best_ask,best_bid,trades_vwap,trades_twap,slippage,best_price,worst_price,sippage_to_market_vwap,market_impact
716,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,158.0,126.87,1.0,ABC817,2025-09-04 09:46:00,2025-09-04 09:46:00.100,2025-09-04 09:46:00,09/04/25 09:46,09/04/25 09:46,2025040900466.0,INR,1.0,2025040901073.0,,126.87,126.75,,,,,,,,,,,,,,,,,,126.93978192771095,126.95788381742719,14.950547797461118,126.85,127.0,,
717,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,226.0,126.87,1.0,ABC818,2025-09-04 09:46:00,2025-09-04 09:46:00.100,2025-09-04 09:46:00,09/04/25 09:46,09/04/25 09:46,2025040900466.0,INR,1.0,2025040901074.0,,126.87,126.75,,,,,,,,,,,,,,,,,,126.93915426251702,126.95752066115682,14.901175576279678,126.85,127.0,,
718,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,32.0,126.87,1.0,ABC819,2025-09-04 09:46:00,2025-09-04 09:46:00.100,2025-09-04 09:46:00,09/04/25 09:46,09/04/25 09:46,2025040900466.0,INR,1.0,2025040901075.0,,126.87,126.75,,,,,,,,,,,,,,,,,,126.93906630097793,126.95716049382695,14.89425647181327,126.85,127.0,,
719,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,423.0,126.91,1.0,ABC820,2025-09-04 09:46:00,2025-09-04 09:46:00.100,2025-09-04 09:46:00,09/04/25 09:46,09/04/25 09:46,2025040900466.0,INR,1.0,2025040901076.0,,126.91,126.75,,,,,,,,,,,,,,,,,,126.93858566905136,126.95696721311455,14.856449523002848,126.85,127.0,,
720,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,46.0,126.91,1.0,ABC821,2025-09-04 09:46:00,2025-09-04 09:46:00.100,2025-09-04 09:46:00,09/04/25 09:46,09/04/25 09:46,2025040900466.0,INR,1.0,2025040901077.0,,126.91,126.75,,,,,,,,,,,,,,,,,,126.93853435829409,126.95677551020387,14.852413354792544,126.85,127.0,,
721,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,81.0,126.91,1.0,ABC822,2025-09-04 09:46:00,2025-09-04 09:46:00.100,2025-09-04 09:46:00,09/04/25 09:46,09/04/25 09:46,2025040900466.0,INR,1.0,2025040901078.0,,126.91,126.75,,,,,,,,,,,,,,,,,,126.93844445308864,126.95658536585346,14.845341291249008,126.85,127.0,,
722,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,44.0,126.83,1.0,ABC823,2025-09-04 09:46:00,2025-09-04 09:46:00.100,2025-09-04 09:46:00,09/04/25 09:46,09/04/25 09:46,2025040900466.0,INR,1.0,2025040901079.0,,126.83,126.75,,,,,,,,,,,,,,,,,,126.93825916433686,126.95607287449373,14.830766198954366,126.83,127.0,,
723,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,44.0,126.83,1.0,ABC824,2025-09-04 09:46:00,2025-09-04 09:46:00.100,2025-09-04 09:46:00,09/04/25 09:46,09/04/25 09:46,2025040900466.0,INR,1.0,2025040901080.0,,126.83,126.75,,,,,,,,,,,,,,,,,,126.93807450767571,126.95556451612885,14.816240785528494,126.83,127.0,,
724,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,203.0,126.89,1.0,ABC825,2025-09-04 09:46:00,2025-09-04 09:46:00.100,2025-09-04 09:46:00,09/04/25 09:46,09/04/25 09:46,2025040900466.0,INR,1.0,2025040901081.0,,126.89,126.75,,,,,,,,,,,,,,,,,,126.9376991422748,126.95530120481908,14.78671376140332,126.83,127.0,,
725,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,142.0,126.89,1.0,ABC826,2025-09-04 09:46:00,2025-09-04 09:46:00.100,2025-09-04 09:46:00,09/04/25 09:46,09/04/25 09:46,2025040900466.0,INR,1.0,2025040901082.0,,126.89,126.75,,,,,,,,,,,,,,,,,,126.93744003672401,126.9550399999998,14.766331877323577,126.83,127.0,,
726,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,163.0,126.88,1.0,ABC827,2025-09-04 09:46:00,2025-09-04 09:46:00.100,2025-09-04 09:46:00,09/04/25 09:46,09/04/25 09:46,2025040900466.0,INR,1.0,2025040901083.0,,126.88,126.75,,,,,,,,,,,,,,,,,,126.93708409367406,126.95474103585639,14.738332380157658,126.83,127.0,,
727,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,421.0,126.93,1.0,ABC828,2025-09-04 09:46:00,2025-09-04 09:46:00.100,2025-09-04 09:46:00,09/04/25 09:46,09/04/25 09:46,2025040900466.0,INR,1.0,2025040901084.0,,126.93,126.75,,,,,,,,,,,,,,,,,,126.93697249766144,126.95464285714267,14.72955388666514,126.83,127.0,,
728,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,227.0,126.93,1.0,ABC829,2025-09-04 09:46:00,2025-09-04 09:46:00.100,2025-09-04 09:46:00,09/04/25 09:46,09/04/25 09:46,2025040900466.0,INR,1.0,2025040901085.0,,126.93,126.75,,,,,,,,,,,,,,,,,,126.9369137726329,126.95454545454527,14.72493438494198,126.83,127.0,,
729,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,89.0,126.93,1.0,ABC830,2025-09-04 09:46:00,2025-09-04 09:46:00.100,2025-09-04 09:46:00,09/04/25 09:46,09/04/25 09:46,2025040900466.0,INR,1.0,2025040901086.0,,126.93,126.75,,,,,,,,,,,,,,,,,,126.93689101734411,126.95444881889745,14.723144378774284,126.83,127.0,,
730,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,703.0,126.91,1.0,ABC831,2025-09-04 09:46:00,2025-09-04 09:46:00.100,2025-09-04 09:46:00,09/04/25 09:46,09/04/25 09:46,2025040900466.0,INR,1.0,2025040901087.0,,126.91,126.75,,,,,,,,,,,,,,,,,,126.93620963091126,126.95427450980374,14.6695439743081,126.83,127.0,,
748,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,1196.0,126.86,1.0,ABC849,2025-09-04 09:46:00,2025-09-04 09:46:00.100,2025-09-04 09:46:00,09/04/25 09:46,09/04/25 09:46,2025040900466.0,INR,1.0,2025040901105.0,,126.86,126.75,,,,,,,,,,,,,,,,,,126.93306012439537,126.95390624999982,14.42178453871416,126.83,127.0,,
749,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,226.0,126.89,1.0,ABC850,2025-09-04 09:46:00,2025-09-04 09:46:00.100,2025-09-04 09:46:00,09/04/25 09:46,09/04/25 09:46,2025040900466.0,INR,1.0,2025040901106.0,,126.89,126.75,,,,,,,,,,,,,,,,,,126.93272646231921,126.95365758754845,14.395535919844345,126.83,127.0,,
750,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,7.0,126.89,1.0,ABC851,2025-09-04 09:46:00,2025-09-04 09:46:00.100,2025-09-04 09:46:00,09/04/25 09:46,09/04/25 09:46,2025040900466.0,INR,1.0,2025040901107.0,,126.89,126.75,,,,,,,,,,,,,,,,,,126.93271621019443,126.95341085271299,14.394729400721165,126.83,127.0,,
751,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,471.0,126.89,1.0,ABC852,2025-09-04 09:46:00,2025-09-04 09:46:00.100,2025-09-04 09:46:00,09/04/25 09:46,09/04/25 09:46,2025040900466.0,INR,1.0,2025040901108.0,,126.89,126.75,,,,,,,,,,,,,,,,,,126.93203751180684,126.95316602316583,14.341336937091805,126.83,127.0,,
752,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,97.0,126.9,1.0,ABC853,2025-09-04 09:46:00,2025-09-04 09:46:00.100,2025-09-04 09:46:00,09/04/25 09:46,09/04/25 09:46,2025040900466.0,INR,1.0,2025040901109.0,,126.9,126.75,,,,,,,,,,,,,,,,,,126.93193302175455,126.95296153846135,14.333116767658819,126.83,127.0,,
753,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,274.0,126.9,1.0,ABC854,2025-09-04 09:46:00,2025-09-04 09:46:00.100,2025-09-04 09:46:00,09/04/25 09:46,09/04/25 09:46,2025040900466.0,INR,1.0,2025040901110.0,,126.9,126.75,,,,,,,,,,,,,,,,,,126.93164151257712,126.95275862068948,14.310183844830977,126.83,127.0,,
754,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,13.0,126.85,1.0,ABC855,2025-09-04 09:46:00,2025-09-04 09:46:00.100,2025-09-04 09:46:00,09/04/25 09:46,09/04/25 09:46,2025040900466.0,INR,1.0,2025040901111.0,,126.85,126.75,,,,,,,,,,,,,,,,,,126.93160616757699,126.95236641221356,14.307403259140058,126.83,127.0,,
755,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,116.0,126.85,1.0,ABC856,2025-09-04 09:46:00,2025-09-04 09:46:00.100,2025-09-04 09:46:00,09/04/25 09:46,09/04/25 09:46,2025040900466.0,INR,1.0,2025040901112.0,,126.85,126.75,,,,,,,,,,,,,,,,,,126.9312921311041,126.95197718631161,14.282697990409558,126.83,127.0,,
756,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,7.0,126.86,1.0,ABC857,2025-09-04 09:46:00,2025-09-04 09:46:00.100,2025-09-04 09:46:00,09/04/25 09:46,09/04/25 09:46,2025040900466.0,INR,1.0,2025040901113.0,,126.86,126.75,,,,,,,,,,,,,,,,,,126.93127557958283,126.9516287878786,14.28139587781701,126.83,127.0,,
757,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,2.0,126.86,1.0,ABC858,2025-09-04 09:46:00,2025-09-04 09:46:00.100,2025-09-04 09:46:00,09/04/25 09:46,09/04/25 09:46,2025040900466.0,INR,1.0,2025040901114.0,,126.86,126.75,,,,,,,,,,,,,,,,,,126.93127085198827,126.95128301886774,14.28102395662998,126.83,127.0,,
758,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,11.0,126.86,1.0,ABC859,2025-09-04 09:46:00,2025-09-04 09:46:00.100,2025-09-04 09:46:00,09/04/25 09:46,09/04/25 09:46,2025040900466.0,INR,1.0,2025040901115.0,,126.86,126.75,,,,,,,,,,,,,,,,,,126.93124486142429,126.95093984962388,14.27897927119218,126.83,127.0,,
759,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,20.0,126.86,1.0,ABC860,2025-09-04 09:46:00,2025-09-04 09:46:00.100,2025-09-04 09:46:00,09/04/25 09:46,09/04/25 09:46,2025040900466.0,INR,1.0,2025040901116.0,,126.86,126.75,,,,,,,,,,,,,,,,,,126.93119765438651,126.95059925093615,14.27526547727699,126.83,127.0,,
760,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,20.0,126.86,1.0,ABC861,2025-09-04 09:46:00,2025-09-04 09:46:00.100,2025-09-04 09:46:00,09/04/25 09:46,09/04/25 09:46,2025040900466.0,INR,1.0,2025040901117.0,,126.86,126.75,,,,,,,,,,,,,,,,,,126.93115050986633,126.95026119402968,14.271556598886004,126.83,127.0,,
761,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,14.0,126.86,1.0,ABC862,2025-09-04 09:46:00,2025-09-04 09:46:00.100,2025-09-04 09:46:00,09/04/25 09:46,09/04/25 09:46,2025040900466.0,INR,1.0,2025040901118.0,,126.86,126.75,,,,,,,,,,,,,,,,,,126.9311175458337,126.94992565055746,14.26896330352567,126.83,127.0,,
762,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,6.0,126.86,1.0,ABC863,2025-09-04 09:46:00,2025-09-04 09:46:00.100,2025-09-04 09:46:00,09/04/25 09:46,09/04/25 09:46,2025040900466.0,INR,1.0,2025040901119.0,,126.86,126.75,,,,,,,,,,,,,,,,,,126.93110342773963,126.94959259259242,14.267852626265782,126.83,127.0,,
763,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,20.0,126.86,1.0,ABC864,2025-09-04 09:46:00,2025-09-04 09:46:00.100,2025-09-04 09:46:00,09/04/25 09:46,09/04/25 09:46,2025040900466.0,INR,1.0,2025040901120.0,,126.86,126.75,,,,,,,,,,,,,,,,,,126.93105640788265,126.94926199261977,14.264153549690796,126.83,127.0,,
764,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,20.0,126.86,1.0,ABC865,2025-09-04 09:46:00,2025-09-04 09:46:00.100,2025-09-04 09:46:00,09/04/25 09:46,09/04/25 09:46,2025040900466.0,INR,1.0,2025040901121.0,,126.86,126.75,,,,,,,,,,,,,,,,,,126.93100945017193,126.94893382352926,14.260459359458954,126.83,127.0,,
799,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,20.0,126.86,1.0,ABC900,2025-09-04 09:46:00,2025-09-04 09:46:00.100,2025-09-04 09:46:00,09/04/25 09:46,09/04/25 09:46,2025040900466.0,INR,1.0,2025040901156.0,,126.86,126.75,,,,,,,,,,,,,,,,,,126.93096255448432,126.9486080586079,14.256770045893827,126.83,127.0,,
800,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,20.0,126.86,1.0,ABC901,2025-09-04 09:46:00,2025-09-04 09:46:00.100,2025-09-04 09:46:00,09/04/25 09:46,09/04/25 09:46,2025040900466.0,INR,1.0,2025040901157.0,,126.86,126.75,,,,,,,,,,,,,,,,,,126.93091572069706,126.94828467153269,14.253085599346896,126.83,127.0,,
801,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,20.0,126.86,1.0,ABC902,2025-09-04 09:46:00,2025-09-04 09:46:00.100,2025-09-04 09:46:00,09/04/25 09:46,09/04/25 09:46,2025040900466.0,INR,1.0,2025040901158.0,,126.86,126.75,,,,,,,,,,,,,,,,,,126.93086894868763,126.94796363636348,14.249406010191963,126.83,127.0,,
802,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,16.0,126.86,1.0,ABC903,2025-09-04 09:46:00,2025-09-04 09:46:00.100,2025-09-04 09:46:00,09/04/25 09:46,09/04/25 09:46,2025040900466.0,INR,1.0,2025040901159.0,,126.86,126.75,,,,,,,,,,,,,,,,,,126.93083157547802,126.94764492753609,14.246465829737698,126.83,127.0,,
803,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,8.0,126.86,1.0,ABC904,2025-09-04 09:46:00,2025-09-04 09:46:00.100,2025-09-04 09:46:00,09/04/25 09:46,09/04/25 09:46,2025040900466.0,INR,1.0,2025040901160.0,,126.86,126.75,,,,,,,,,,,,,,,,,,126.93081290365109,126.94732851985545,14.24499690144872,126.83,127.0,,
804,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,8.0,126.86,1.0,ABC905,2025-09-04 09:46:00,2025-09-04 09:46:00.100,2025-09-04 09:46:00,09/04/25 09:46,09/04/25 09:46,2025040900466.0,INR,1.0,2025040901161.0,,126.86,126.75,,,,,,,,,,,,,,,,,,126.93079424166568,126.94701438848907,14.243528746969222,126.83,127.0,,
805,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,8.0,126.86,1.0,ABC906,2025-09-04 09:46:00,2025-09-04 09:46:00.100,2025-09-04 09:46:00,09/04/25 09:46,09/04/25 09:46,2025040900466.0,INR,1.0,2025040901162.0,,126.86,126.75,,,,,,,,,,,,,,,,,,126.930775589514,126.94670250896043,14.242061365686109,126.83,127.0,,
806,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,8.0,126.86,1.0,ABC907,2025-09-04 09:46:00,2025-09-04 09:46:00.100,2025-09-04 09:46:00,09/04/25 09:46,09/04/25 09:46,2025040900466.0,INR,1.0,2025040901163.0,,126.86,126.75,,,,,,,,,,,,,,,,,,126.9307569471883,126.94639285714273,14.240594756990768,126.83,127.0,,
807,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,8.0,126.86,1.0,ABC908,2025-09-04 09:46:00,2025-09-04 09:46:00.100,2025-09-04 09:46:00,09/04/25 09:46,09/04/25 09:46,2025040900466.0,INR,1.0,2025040901164.0,,126.86,126.75,,,,,,,,,,,,,,,,,,126.93073831468081,126.94608540925253,14.239128920272345,126.83,127.0,,
808,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,8.0,126.86,1.0,ABC909,2025-09-04 09:46:00,2025-09-04 09:46:00.100,2025-09-04 09:46:00,09/04/25 09:46,09/04/25 09:46,2025040900466.0,INR,1.0,2025040901165.0,,126.86,126.75,,,,,,,,,,,,,,,,,,126.93071969198377,126.94578014184384,14.237663854921099,126.83,127.0,,
809,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,7.0,126.86,1.0,ABC910,2025-09-04 09:46:00,2025-09-04 09:46:00.100,2025-09-04 09:46:00,09/04/25 09:46,09/04/25 09:46,2025040900466.0,INR,1.0,2025040901166.0,,126.86,126.75,,,,,,,,,,,,,,,,,,126.93070340516542,126.94547703180199,14.236382555023592,126.83,127.0,,
810,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,1.0,126.86,1.0,ABC911,2025-09-04 09:46:00,2025-09-04 09:46:00.100,2025-09-04 09:46:00,09/04/25 09:46,09/04/25 09:46,2025040900466.0,INR,1.0,2025040901167.0,,126.86,126.75,,,,,,,,,,,,,,,,,,126.93070107908945,126.9451760563379,14.23619956032953,126.83,127.0,,
811,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,8.0,126.86,1.0,ABC912,2025-09-04 09:46:00,2025-09-04 09:46:00.100,2025-09-04 09:46:00,09/04/25 09:46,09/04/25 09:46,2025040900466.0,INR,1.0,2025040901168.0,,126.86,126.75,,,,,,,,,,,,,,,,,,126.93068247599008,126.94487719298233,14.234736035887895,126.83,127.0,,
812,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,8.0,126.86,1.0,ABC913,2025-09-04 09:46:00,2025-09-04 09:46:00.100,2025-09-04 09:46:00,09/04/25 09:46,09/04/25 09:46,2025040900466.0,INR,1.0,2025040901169.0,,126.86,126.75,,,,,,,,,,,,,,,,,,126.93066388267798,126.94458041958029,14.233273280990929,126.83,127.0,,
813,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,7.0,126.86,1.0,ABC914,2025-09-04 09:46:00,2025-09-04 09:46:00.100,2025-09-04 09:46:00,09/04/25 09:46,09/04/25 09:46,2025040900466.0,INR,1.0,2025040901170.0,,126.86,126.75,,,,,,,,,,,,,,,,,,126.9306476215524,126.9442857142856,14.231994001244063,126.83,127.0,,
814,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,87.0,126.9,1.0,ABC915,2025-09-04 09:46:00,2025-09-04 09:46:00.100,2025-09-04 09:46:00,09/04/25 09:46,09/04/25 09:46,2025040900466.0,INR,1.0,2025040901171.0,,126.9,126.75,,,,,,,,,,,,,,,,,,126.93056021766218,126.94413194444434,14.22511784022296,126.83,127.0,,
815,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,8.0,126.9,1.0,ABC916,2025-09-04 09:46:00,2025-09-04 09:46:00.100,2025-09-04 09:46:00,09/04/25 09:46,09/04/25 09:46,2025040900466.0,INR,1.0,2025040901172.0,,126.9,126.75,,,,,,,,,,,,,,,,,,126.93055220554507,126.94397923875421,14.224487517606645,126.83,127.0,,
833,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,19.0,126.86,1.0,ABC934,2025-09-04 09:46:00,2025-09-04 09:46:00.100,2025-09-04 09:46:00,09/04/25 09:46,09/04/25 09:46,2025040900466.0,INR,1.0,2025040901190.0,,126.86,126.75,,,,,,,,,,,,,,,,,,126.93050830249246,126.9436896551723,14.221033611736596,126.83,127.0,,
834,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,19.0,126.86,1.0,ABC935,2025-09-04 09:46:00,2025-09-04 09:46:00.100,2025-09-04 09:46:00,09/04/25 09:46,09/04/25 09:46,2025040900466.0,INR,1.0,2025040901191.0,,126.86,126.75,,,,,,,,,,,,,,,,,,126.93046445404563,126.94340206185556,14.217583999384933,126.83,127.0,,
835,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,19.0,126.86,1.0,ABC936,2025-09-04 09:46:00,2025-09-04 09:46:00.100,2025-09-04 09:46:00,09/04/25 09:46,09/04/25 09:46,2025040900466.0,INR,1.0,2025040901192.0,,126.86,126.75,,,,,,,,,,,,,,,,,,126.93042066010278,126.94311643835606,14.21413867255018,126.83,127.0,,
836,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,19.0,126.86,1.0,ABC937,2025-09-04 09:46:00,2025-09-04 09:46:00.100,2025-09-04 09:46:00,09/04/25 09:46,09/04/25 09:46,2025040900466.0,INR,1.0,2025040901193.0,,126.86,126.75,,,,,,,,,,,,,,,,,,126.93037692056234,126.94283276450501,14.210697623250947,126.83,127.0,,
837,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,19.0,126.86,1.0,ABC938,2025-09-04 09:46:00,2025-09-04 09:46:00.100,2025-09-04 09:46:00,09/04/25 09:46,09/04/25 09:46,2025040900466.0,INR,1.0,2025040901194.0,,126.86,126.75,,,,,,,,,,,,,,,,,,126.930333235323,126.94255102040806,14.207260843527068,126.83,127.0,,
838,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,19.0,126.86,1.0,ABC939,2025-09-04 09:46:00,2025-09-04 09:46:00.100,2025-09-04 09:46:00,09/04/25 09:46,09/04/25 09:46,2025040900466.0,INR,1.0,2025040901195.0,,126.86,126.75,,,,,,,,,,,,,,,,,,126.93028960428371,126.94227118644058,14.203828325436222,126.83,127.0,,
839,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,19.0,126.86,1.0,ABC940,2025-09-04 09:46:00,2025-09-04 09:46:00.100,2025-09-04 09:46:00,09/04/25 09:46,09/04/25 09:46,2025040900466.0,INR,1.0,2025040901196.0,,126.86,126.75,,,,,,,,,,,,,,,,,,126.93024602734367,126.94199324324315,14.200400061057291,126.83,127.0,,
840,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,19.0,126.86,1.0,ABC941,2025-09-04 09:46:00,2025-09-04 09:46:00.100,2025-09-04 09:46:00,09/04/25 09:46,09/04/25 09:46,2025040900466.0,INR,1.0,2025040901197.0,,126.86,126.75,,,,,,,,,,,,,,,,,,126.93020250440232,126.94171717171709,14.196976042488139,126.83,127.0,,
841,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,19.0,126.86,1.0,ABC942,2025-09-04 09:46:00,2025-09-04 09:46:00.100,2025-09-04 09:46:00,09/04/25 09:46,09/04/25 09:46,2025040900466.0,INR,1.0,2025040901198.0,,126.86,126.75,,,,,,,,,,,,,,,,,,126.93015903535934,126.94144295302004,14.193556261845606,126.83,127.0,,
842,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,15.0,126.86,1.0,ABC943,2025-09-04 09:46:00,2025-09-04 09:46:00.100,2025-09-04 09:46:00,09/04/25 09:46,09/04/25 09:46,2025040900466.0,INR,1.0,2025040901199.0,,126.86,126.75,,,,,,,,,,,,,,,,,,126.93012475570036,126.94117056856179,14.190859423406712,126.83,127.0,,
1214,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,36.0,126.96,1.0,ABC1315,2025-09-04 09:46:00,2025-09-04 09:46:00.100,2025-09-04 09:46:00,09/04/25 09:46,09/04/25 09:45,2025040900466.0,INR,1.0,2025040901571.0,,126.96,126.75,,,,,,,,,,,,,,,,,,126.93015974752737,126.94123333333324,14.193612289287227,126.83,127.0,,
1215,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,36.0,126.96,1.0,ABC1316,2025-09-04 09:46:00,2025-09-04 09:46:00.100,2025-09-04 09:46:00,09/04/25 09:46,09/04/25 09:45,2025040900466.0,INR,1.0,2025040901572.0,,126.96,126.75,,,,,,,,,,,,,,,,,,126.93019465748087,126.94129568106304,14.196358712528616,126.83,127.0,,
1216,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,36.0,126.96,1.0,ABC1317,2025-09-04 09:46:00,2025-09-04 09:46:00.100,2025-09-04 09:46:00,09/04/25 09:46,09/04/25 09:45,2025040900466.0,INR,1.0,2025040901573.0,,126.96,126.75,,,,,,,,,,,,,,,,,,126.93022948584787,126.94135761589395,14.199098715721563,126.83,127.0,,
1217,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,36.0,126.96,1.0,ABC1318,2025-09-04 09:46:00,2025-09-04 09:46:00.100,2025-09-04 09:46:00,09/04/25 09:46,09/04/25 09:45,2025040900466.0,INR,1.0,2025040901574.0,,126.96,126.75,,,,,,,,,,,,,,,,,,126.93026423291406,126.9414191419141,14.201832321350464,126.83,127.0,,
1218,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,36.0,126.96,1.0,ABC1319,2025-09-04 09:46:00,2025-09-04 09:46:00.100,2025-09-04 09:46:00,09/04/25 09:46,09/04/25 09:45,2025040900466.0,INR,1.0,2025040901575.0,,126.96,126.75,,,,,,,,,,,,,,,,,,126.93029889896377,126.9414802631578,14.204559551796788,126.83,127.0,,
1219,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,36.0,126.96,1.0,ABC1320,2025-09-04 09:46:00,2025-09-04 09:46:00.100,2025-09-04 09:46:00,09/04/25 09:46,09/04/25 09:45,2025040900466.0,INR,1.0,2025040901576.0,,126.96,126.75,,,,,,,,,,,,,,,,,,126.93033348428003,126.94154098360646,14.207280429335722,126.83,127.0,,
1220,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,36.0,126.96,1.0,ABC1321,2025-09-04 09:46:00,2025-09-04 09:46:00.100,2025-09-04 09:46:00,09/04/25 09:46,09/04/25 09:45,2025040900466.0,INR,1.0,2025040901577.0,,126.96,126.75,,,,,,,,,,,,,,,,,,126.93036798914453,126.94160130718944,14.209994976139523,126.83,127.0,,
